spec	Fold_0
nist_3391054	test
nist_3391079	train
nist_3391098	train
nist_3391141	test
nist_3391191	train
nist_3391212	train
nist_3391282	train
nist_3391303	train
nist_3391371	train
nist_3391410	test
nist_3391431	test
nist_3391480	train
nist_3391515	train
nist_3391532	train
nist_3391568	train
nist_3391579	train
nist_3391596	train
nist_3391633	train
nist_3391687	test
nist_3391730	train
nist_3391753	test
nist_3391784	val
nist_3391831	train
nist_3391851	train
nist_3394638	test
nist_3394681	test
nist_3394699	test
nist_3394762	train
nist_3394784	train
nist_3394827	train
nist_3394891	train
nist_3394972	test
nist_3394989	test
nist_3395017	test
nist_3395029	test
nist_3395072	test
nist_3395122	test
nist_3395172	train
nist_3395188	train
nist_3395204	train
nist_3395219	test
nist_3395230	test
nist_3395314	train
nist_3395351	train
nist_3395373	val
nist_3395389	val
nist_3395480	train
nist_3395499	train
nist_3395521	train
nist_3395568	test
nist_3395627	train
nist_3395647	train
nist_3395706	train
nist_3395722	train
nist_3395803	val
nist_3395880	test
nist_3395935	train
nist_3395962	test
nist_3395983	test
nist_3396061	train
nist_3396078	train
nist_3396186	test
nist_3396216	train
nist_3396237	test
nist_3396255	train
nist_3396272	train
nist_3396308	test
nist_3396325	test
nist_3396363	test
nist_3396374	train
nist_3396405	test
nist_3396439	train
nist_3396466	test
nist_3396493	train
nist_3396503	test
nist_3396520	train
nist_3396530	test
nist_3396563	test
nist_3396579	test
nist_3396626	train
nist_3396662	test
nist_3396683	test
nist_3396698	val
nist_3396725	train
nist_3396754	val
nist_3396766	test
nist_3396784	test
nist_3396812	test
nist_3396845	test
nist_3396854	test
nist_3396894	test
nist_3396909	test
nist_3396923	train
nist_3396962	test
nist_3396998	train
nist_3397023	train
nist_3397051	train
nist_3397082	test
nist_3397096	test
nist_3397119	train
nist_3397153	test
nist_3397192	test
nist_3397221	train
nist_3397265	test
nist_3397303	train
nist_3397338	test
nist_3397342	train
nist_3397377	test
nist_3397410	train
nist_3397430	train
nist_3397476	train
nist_3397512	test
nist_3397598	test
nist_3397640	test
nist_3397678	train
nist_3397716	train
nist_3397735	test
nist_3397755	train
nist_3397788	train
nist_3397812	test
nist_3397846	train
nist_3397883	train
nist_3397913	test
nist_3397931	test
nist_3397948	test
nist_3398002	train
nist_3398054	train
nist_3398059	test
nist_3398089	test
nist_3398128	train
nist_3398140	train
nist_3398156	train
nist_3398172	val
nist_3398179	train
nist_3398217	train
nist_3398256	test
nist_3398278	train
nist_3398305	train
nist_3398338	train
nist_3398372	train
nist_3398403	train
nist_3398443	train
nist_3398474	train
nist_3398504	train
nist_3398518	train
nist_3398533	test
nist_3398563	test
nist_3398595	train
nist_3398630	val
nist_3398654	test
nist_3398688	train
nist_3398706	test
nist_3398737	val
nist_3398751	test
nist_3398772	train
nist_3398812	train
nist_3398818	train
nist_3398854	test
nist_3398899	train
nist_3398917	test
nist_3398955	train
nist_3399014	test
nist_3399034	test
nist_3399057	train
nist_3399078	train
nist_3399100	train
nist_3399131	train
nist_3399163	train
nist_3399184	train
nist_3399198	test
nist_3399214	test
nist_3399224	train
nist_3399258	train
nist_3399299	train
nist_3399312	test
nist_3399342	test
nist_3399352	test
nist_3399376	test
nist_3399391	test
nist_3399437	test
nist_3399458	train
nist_3399476	train
nist_3399496	test
nist_3399533	test
nist_3399571	test
nist_3399632	test
nist_3399668	test
nist_3399689	test
nist_3399715	train
nist_3399731	test
nist_3399774	test
nist_3399792	test
nist_3399821	test
nist_3399853	test
nist_3399867	train
nist_3399890	train
nist_3399894	train
nist_3399899	test
nist_3399927	test
nist_3399955	train
nist_3400001	train
nist_3400074	train
nist_3400084	val
nist_3400126	val
nist_3400139	test
nist_3400196	test
nist_3400232	test
nist_3400244	val
nist_3400262	test
nist_3400300	train
nist_3400312	train
nist_3400347	test
nist_3400386	test
nist_3400401	test
nist_3400413	test
nist_3400437	test
nist_3400496	test
nist_3400525	test
nist_3400558	test
nist_3400600	test
nist_3400613	test
nist_3400630	train
nist_3400663	train
nist_3400675	test
nist_3400707	test
nist_3400749	test
nist_3400788	test
nist_3400797	train
nist_3400839	train
nist_3400847	test
nist_3400890	test
nist_3400929	train
nist_3400966	val
nist_3401000	train
nist_3401038	train
nist_3401052	test
nist_3401096	test
nist_3401120	train
nist_3401130	train
nist_3401168	train
nist_3401175	test
nist_3401212	val
nist_3401250	val
nist_3401255	train
nist_3401273	test
nist_3401319	train
nist_3401338	train
nist_3401364	train
nist_3401386	train
nist_3401442	train
nist_3401497	train
nist_3401533	val
nist_3401580	test
nist_3401628	train
nist_3401648	train
nist_3401666	test
nist_3401708	test
nist_3401730	train
nist_3401751	train
nist_3401813	train
nist_3401822	test
nist_3401868	train
nist_3401886	train
nist_3401912	test
nist_3401939	train
nist_3401979	test
nist_3402026	train
nist_3402069	train
nist_3402088	test
nist_3402105	test
nist_3402113	train
nist_3402157	train
nist_3402225	train
nist_3402299	train
nist_3402312	test
nist_3402326	train
nist_3402379	train
nist_3402420	test
nist_3402491	train
nist_3402590	val
nist_3402605	test
nist_3402645	train
nist_3402686	train
nist_3402718	train
nist_3402762	test
nist_3402775	train
nist_3402808	train
nist_3402844	train
nist_3402875	train
nist_3402907	train
nist_3402934	train
nist_3402960	test
nist_3403002	train
nist_3403018	test
nist_3403056	test
nist_3403078	train
nist_3403125	test
nist_3403168	train
nist_3403189	test
nist_3403218	train
nist_3403255	test
nist_3403271	test
nist_3403302	train
nist_3403371	test
nist_3403416	test
nist_3403445	train
nist_3403479	train
nist_3403512	test
nist_3403531	test
nist_3403596	test
nist_3403629	train
nist_3403657	test
nist_3403703	train
nist_3403741	train
nist_3403770	train
nist_3403840	train
nist_3403889	test
nist_3403954	test
nist_3403987	test
nist_3404006	test
nist_3404056	test
nist_3404121	test
nist_3404150	train
nist_3404206	train
nist_3404225	train
nist_3404294	train
nist_3404344	test
nist_3404361	test
nist_3404434	test
nist_3404477	test
nist_3404521	test
nist_3404562	train
nist_3404691	test
nist_3404715	test
nist_3404760	test
nist_3404782	test
nist_3404910	test
nist_3404920	test
nist_3404939	test
nist_3405005	train
nist_3405023	train
nist_3405119	test
nist_3405193	test
nist_3405233	test
nist_3405253	test
nist_3405362	test
nist_3405431	val
nist_3405497	test
nist_3405536	train
nist_3405589	test
nist_3405623	test
nist_3405662	train
nist_3405696	train
nist_3405713	train
nist_3405745	train
nist_3405778	train
nist_3405798	train
nist_3405848	train
nist_3405870	train
nist_3405937	val
nist_3405966	train
nist_3405981	test
nist_3406048	test
nist_3406066	train
nist_3406100	train
nist_3406121	train
nist_3406230	test
nist_3406262	test
nist_3406333	train
nist_3406366	test
nist_3406410	test
nist_3406505	val
nist_3406548	train
nist_3406671	val
nist_3406738	test
nist_3406753	test
nist_3406791	train
nist_3406851	test
nist_3406887	train
nist_3406908	train
nist_3406981	train
nist_3407045	train
nist_3407101	val
nist_3407161	train
nist_3407235	test
nist_3407256	test
nist_3407265	test
nist_3407298	test
nist_3407317	test
nist_3407339	train
nist_3407386	val
nist_3407394	test
nist_3407445	train
nist_3407464	train
nist_3407482	train
nist_3407521	train
nist_3407542	train
nist_3407577	train
nist_3407606	test
nist_3407642	test
nist_3407677	train
nist_3407698	train
nist_3407710	test
nist_3407738	train
nist_3407755	train
nist_3407784	train
nist_3407821	test
nist_3407831	test
nist_3407862	train
nist_3407869	test
nist_3407876	train
nist_3407887	train
nist_3407908	test
nist_3407935	test
nist_3407964	train
nist_3408009	val
nist_3408052	train
nist_3408073	train
nist_3408091	train
nist_3408110	train
nist_3408123	test
nist_3408140	train
nist_3408157	train
nist_3408173	train
nist_3408181	train
nist_3408213	train
nist_3408270	test
nist_3408279	train
nist_3408333	train
nist_3408351	test
nist_3408403	test
nist_3408434	train
nist_3408456	train
nist_3408479	test
nist_3408515	train
nist_3408550	test
nist_3408591	train
nist_3408620	test
nist_3408658	train
nist_3408674	train
nist_3408686	train
nist_3408722	train
nist_3408731	test
nist_3408750	train
nist_3408766	train
nist_3408790	train
nist_3408808	test
nist_3408824	test
nist_3408865	train
nist_3408900	train
nist_3408926	train
nist_3408941	test
nist_3408957	test
nist_3408968	test
nist_3409023	test
nist_3409060	train
nist_3409075	test
nist_3409091	train
nist_3409162	val
nist_3409192	test
nist_3409236	train
nist_3409264	train
nist_3409358	train
nist_3409382	train
nist_3409399	test
nist_3409450	test
nist_3409457	train
nist_3409482	test
nist_3409500	train
nist_3409541	test
nist_3409554	test
nist_3409574	train
nist_3409597	train
nist_3409638	train
nist_3409655	train
nist_3409685	test
nist_3409704	test
nist_3409721	test
nist_3409734	test
nist_3409747	test
nist_3409762	test
nist_3409774	test
nist_3409844	train
nist_3409858	train
nist_3409879	train
nist_3409899	test
nist_3409966	train
nist_3409986	val
nist_3410021	test
nist_3410036	test
nist_3410050	test
nist_3410094	test
nist_3410127	train
nist_3410156	test
nist_3410182	test
nist_3410204	train
nist_3410253	train
nist_3410279	train
nist_3410306	test
nist_3410346	train
nist_3410363	train
nist_3410429	train
nist_3410445	train
nist_3410502	train
nist_3410589	test
nist_3410610	test
nist_3410651	test
nist_3410669	test
nist_3410724	test
nist_3410762	test
nist_3410837	train
nist_3410856	train
nist_3410918	test
nist_3410935	test
nist_3410970	train
nist_3410992	train
nist_3411076	test
nist_3411098	test
nist_3411129	test
nist_3411148	test
nist_3411171	test
nist_3411228	train
nist_3411258	train
nist_3411297	train
nist_3411370	test
nist_3411426	test
nist_3411476	test
nist_3411521	train
nist_3411551	train
nist_3411573	train
nist_3411592	train
nist_3411605	train
nist_3411620	test
nist_3411628	test
nist_3411698	test
nist_3411718	test
nist_3411742	test
nist_3411780	train
nist_3411837	train
nist_3411867	test
nist_3411910	test
nist_3411929	test
nist_3411962	train
nist_3411992	test
nist_3412029	train
nist_3412060	test
nist_3412092	test
nist_3412118	train
nist_3412140	train
nist_3412163	test
nist_3412172	test
nist_3412191	test
nist_3412207	test
nist_3412245	test
nist_3412282	test
nist_3412300	train
nist_3412338	test
nist_3412395	train
nist_3412415	test
nist_3412442	test
nist_3412464	test
nist_3412495	test
nist_3412538	test
nist_3412572	test
nist_3412631	test
nist_3412650	test
nist_3412669	test
nist_3412685	test
nist_3412716	train
nist_3412735	train
nist_3412777	test
nist_3412794	test
nist_3412830	train
nist_3412854	train
nist_3412918	train
nist_3412925	test
nist_3412963	train
nist_3412978	train
nist_3413000	train
nist_3413040	train
nist_3413058	test
nist_3413095	train
nist_3413107	test
nist_3413118	test
nist_3413136	test
nist_3413182	train
nist_3413203	train
nist_3413230	train
nist_3413270	test
nist_3413320	train
nist_3413353	train
nist_3413361	test
nist_3413393	train
nist_3413415	train
nist_3413439	train
nist_3413463	train
nist_3413517	test
nist_3413557	test
nist_3413570	train
nist_3413624	test
nist_3413687	train
nist_3413710	train
nist_3413732	train
nist_3413776	train
nist_3413791	test
nist_3413804	test
nist_3413850	test
nist_3413895	test
nist_3413990	train
nist_3414080	train
nist_3414236	test
nist_3414262	test
nist_3414285	train
nist_3414300	train
nist_3414313	train
nist_3414369	train
nist_3414409	test
nist_3414489	test
nist_3414537	test
nist_3414551	test
nist_3414571	test
nist_3414612	test
nist_3414707	train
nist_3414796	train
nist_3414818	train
nist_3414860	train
nist_3414950	train
nist_3415005	train
nist_3415101	train
nist_3415139	train
nist_3415156	train
nist_3415218	val
nist_3415265	test
nist_3415298	test
nist_3415346	train
nist_3415364	train
nist_3415391	test
nist_3415409	test
nist_3415442	val
nist_3415474	train
nist_3415528	train
nist_3415575	train
nist_3415588	test
nist_3415628	test
nist_3415631	train
nist_3415689	test
nist_3415707	test
nist_3415723	test
nist_3415731	test
nist_3415749	val
nist_3415809	train
nist_3415831	train
nist_3415855	test
nist_3415886	test
nist_3415916	train
nist_3415940	test
nist_3415993	test
nist_3416022	test
nist_3416030	train
nist_3416071	train
nist_3416103	train
nist_3416137	test
nist_3416172	test
nist_3416193	train
nist_3416227	train
nist_3416236	train
nist_3416289	train
nist_3416326	val
nist_3416389	test
nist_3416428	test
nist_3416441	test
nist_3416474	test
nist_3416522	test
nist_3416543	train
nist_3416560	test
nist_3416590	test
nist_3416611	test
nist_3416634	test
nist_3416648	train
nist_3416685	test
nist_3416718	train
nist_3416735	train
nist_3416746	test
nist_3416766	test
nist_3416796	train
nist_3416838	test
nist_3416855	test
nist_3416889	test
nist_3416924	test
nist_3416964	test
nist_3417016	train
nist_3417051	test
nist_3417073	test
nist_3417100	test
nist_3417153	test
nist_3417169	train
nist_3417212	train
nist_3417228	train
nist_3417251	test
nist_3417272	test
nist_3417286	train
nist_3417308	train
nist_3417347	test
nist_3417400	test
nist_3417443	test
nist_3417502	val
nist_3417549	val
nist_3417583	test
nist_3417621	test
nist_3417655	test
nist_3417687	test
nist_3417717	test
nist_3417756	train
nist_3417773	train
nist_3417816	test
nist_3417868	train
nist_3417899	test
nist_3417958	val
nist_3418007	test
nist_3418029	test
nist_3418061	train
nist_3418122	train
nist_3418139	test
nist_3418185	val
nist_3418251	test
nist_3418287	test
nist_3418308	val
nist_3418382	test
nist_3418448	test
nist_3418464	test
nist_3418481	train
nist_3418519	train
nist_3418538	train
nist_3418626	train
nist_3418682	test
nist_3418703	train
nist_3418744	train
nist_3418764	test
nist_3418786	test
nist_3418838	test
nist_3418912	test
nist_3418933	test
nist_3418976	train
nist_3418989	train
nist_3419041	test
nist_3419068	test
nist_3419174	train
nist_3419196	train
nist_3419238	train
nist_3419331	train
nist_3419371	test
nist_3419402	train
nist_3419434	test
nist_3419464	val
nist_3419494	test
nist_3419541	test
nist_3419593	test
nist_3419648	train
nist_3419688	train
nist_3419745	train
nist_3419784	train
nist_3419811	train
nist_3419866	train
nist_3419933	test
nist_3419960	test
nist_3419986	test
nist_3420010	test
nist_3420042	train
nist_3420094	test
nist_3420156	train
nist_3420188	val
nist_3420211	val
nist_3420294	train
nist_3420313	test
nist_3420339	test
nist_3420391	test
nist_3420461	train
nist_3420531	train
nist_3420568	train
nist_3420620	test
nist_3420641	test
nist_3420679	train
nist_3420714	train
nist_3420726	train
nist_3420776	train
nist_3420799	train
nist_3420889	test
nist_3420953	test
nist_3420977	test
nist_3421017	test
nist_3421074	test
nist_3421092	test
nist_3421127	test
nist_3421180	test
nist_3421199	test
nist_3421243	train
nist_3421256	train
nist_3421330	train
nist_3421364	test
nist_3421389	test
nist_3421530	test
nist_3421545	test
nist_3421560	test
nist_3421568	test
nist_3421596	train
nist_3421615	train
nist_3421679	train
nist_3421721	train
nist_3421805	train
nist_3421834	test
nist_3421897	test
nist_3421980	test
nist_3422007	test
nist_3422043	train
nist_3422063	train
nist_3422083	train
nist_3422100	train
nist_3422153	test
nist_3422175	train
nist_3422207	test
nist_3422250	train
nist_3422287	train
nist_3422300	train
nist_3422333	train
nist_3422367	train
nist_3422401	train
nist_3422456	train
nist_3422484	train
nist_3422516	test
nist_3422553	train
nist_3422589	train
nist_3422624	test
nist_3422660	test
nist_3422678	test
nist_3422768	train
nist_3422788	train
nist_3422804	train
nist_3422832	train
nist_3422845	test
nist_3422878	test
nist_3422895	train
nist_3422929	train
nist_3422949	test
nist_3422955	train
nist_3422972	train
nist_3422990	train
nist_3423026	train
nist_3423080	test
nist_3423115	train
nist_3423150	train
nist_3423171	test
nist_3423201	test
nist_3423229	train
nist_3423259	test
nist_3423281	test
nist_3423329	test
nist_3423358	test
nist_3423388	test
nist_3423424	test
nist_3423453	train
nist_3423506	test
nist_3423544	test
nist_3423564	train
nist_3423620	test
nist_3423673	train
nist_3423757	train
nist_3423791	val
nist_3423804	test
nist_3423839	test
nist_3423873	test
nist_3423901	train
nist_3423918	train
nist_3423942	train
nist_3423974	test
nist_3424006	test
nist_3424048	train
nist_3424085	train
nist_3424099	test
nist_3424131	train
nist_3424148	train
nist_3424185	train
nist_3424222	train
nist_3424244	train
nist_3424272	train
nist_3424335	train
nist_3424381	train
nist_3424415	test
nist_3424477	test
nist_3424509	train
nist_3424542	train
nist_3424566	train
